Player_ID,Player_Name,Gender,Age,Country,Team,Position,Sport_Type,Match_ID,Tournament,Match_Date,Opponent_Team,Venue,City,Score,Assists,Goals,Wickets,Minutes_Played,Rating,Match_Fee,Bonus,Sponsorship_Amount,Ticket_Sales,Fan_ID,Ticket_Type,Payment_Mode,Feedback_Score,Coach_Name,Win_Status,unfied_Record,Total_Earning,Performence_Score,Merch_Sales,Revenue,Age_group,Performance_level,gender_numeric,Win_status_numeric
p6711,liu,female,37,australia,team a,bowler,xootball,m86863,championship,06-05-2023,team e,stadium 1,sydney,0,7,1,3,30,8.35,1021.42,664.01,1482.08,3535.04,f59051,regular,cash,1,lee,win,p6711-f59051,3167.51,29,0,3535.04,senior,high,2,1
p8350,sara,male,42,south africa,team c,defender,basketball,m95745,world cup,07-05-2023,team d,court 4,delhi,139,1,2,3,62,6.45,1383.99,1695.42,7757.74,2713.16,f36713,vvip,online,1,lee,draw,p8350-f36713,10837.15,159,0,2713.16,senior,medium,1,3
p3988,mike,female,31,usa,team d,goalkeeper,tennis,m58353,world cup,07-05-2023,team b,arena 2,sydney,42,5,3,4,110,5.31,802.3,1398.5,8184.13,8611.9,f88223,vvip,credit card,4,anderson,win,p3988-f88223,10384.93,77,0,8611.9,senior,medium,2,1
p2228,david,male,34,uk,team d,forward,football,m64854,championship,08-05-2023,team b,court 4,delhi,99,7,2,0,117,4.22,3707.61,1049.59,6476.17,6130.27,f42900,regular,cash,4,brown,draw,p2228-f42900,11233.37,119,0,6130.27,senior,medium,1,3
p1482,john,female,40,australia,team a,batsman,tennis,m65108,world cup,09-05-2023,team d,stadium 1,delhi,2,5,1,2,111,5.69,4902.06,587.39,7088.17,3410.67,f93166,vvip,upi,2,anderson,win,p1482-f93166,12577.62,23,0,3410.67,senior,medium,2,1
p9044,david,male,28,germany,team c,defender,basketball,m53521,championship,09-05-2023,team c,ground 3,sydney,57,0,4,0,115,5.54,3412.41,1241.37,9715.65,5277.64,f22249,regular,credit card,3,patel,lose,p9044-f22249,14369.43,69,0,5277.64,adult,medium,1,2
p8957,carlos,female,37,india,team c,goalkeeper,football,m53760,world cup,09-05-2023,team a,court 4,berlin,80,3,3,3,44,5.78,2105.9,666.25,1422.26,3962.03,f91021,regular,upi,3,patel,lose,p8957-f91021,4194.41,107,0,3962.03,senior,medium,2,2
p5093,mike,male,27,usa,team e,forward,basketball,m87277,world cup,10-05-2023,team c,stadium 1,sydney,101,5,0,2,58,4.32,1618.19,1807.61,9408.4,8264.1,f76990,regular,cash,3,brown,lose,p5093-f76990,12834.2,119,0,8264.1,adult,medium,1,2
p2591,john,male,24,australia,team e,bowler,football,m82872,friendly,11-05-2023,team d,court 4,london,80,7,0,3,61,3.33,793.4,958.32,9005.45,8470.79,f97582,vvip,cash,4,brown,lose,p2591-f97582,10757.17,106,0,8470.79,adult,low,1,2
p3352,amit,female,29,australia,team c,batsman,tennis,m58126,championship,11-05-2023,team a,stadium 1,london,57,5,4,1,20,9.07,4468.72,1785.41,8312.37,5707.35,f25520,vvip,cash,5,anderson,win,p3352-f25520,14566.5,83,0,5707.35,adult,high,2,1
p1941,david,female,25,yrazil,team b,batsman,cricket,m37046,league,11-05-2023,team d,stadium 1,delhi,106,1,4,2,91,2.43,1154.2,90.54,6597.82,8133.26,f18524,vvip,cash,5,smith,lose,p1941-f18524,7842.56,128,0,8133.26,adult,low,2,2
p2858,john,male,32,zouth africa,team c,defender,tennis,m39106,friendly,12-05-2023,team e,stadium 1,sydney,22,5,0,4,18,6.39,2040.38,691.94,9589.87,273.01,f44046,vvip,cash,3,patel,lose,p2858-f44046,12322.19,48,0,273.01,senior,medium,1,2
p7396,priya,male,41,zrazil,team b,batsman,cricket,m13228,world cup,03-06-2023,team a,ground 3,new york,36,7,1,0,8,2.35,4051.85,482.09,3678.73,5735.45,f94060,vip,online,1,anderson,draw,p7396-f94060,8212.67,53,0,5735.45,senior,low,1,3
p6003,sara,female,19,uk,team b,defender,basketball,m47356,championship,03-06-2023,team a,arena 2,london,63,2,4,1,61,4.19,1932.74,741.58,2451.27,7342.69,f33629,vip,upi,1,rahul,lose,p6003-f33629,5125.59,83,0,7342.69,junior,medium,2,2
p6640,david,male,40,brazil,team a,bowler,cricket,m46777,championship,04-06-2023,team e,ground 3,delhi,55,4,3,2,110,9.17,1843.79,100.47,2602.01,2148.81,f71616,vvip,credit card,4,rahul,lose,p6640-f71616,4546.27,80,0,2148.81,senior,high,1,2
p6493,amit,male,38,uk,team c,bowler,football,m96797,friendly,04-06-2023,team c,stadium 1,new york,120,2,1,4,2,6.56,3584,1940.86,5705.34,335.52,f48190,regular,online,4,smith,win,p6493-f48190,11230.2,143,0,335.52,senior,medium,1,1
p2494,john,female,24,brazil,team d,batsman,basketball,m21321,championship,05-06-2023,team b,court 4,delhi,4,8,0,2,31,7.32,2534.11,298.97,2944.65,4701.14,f66360,vvip,cash,3,patel,lose,p2494-f66360,5777.73,28,0,4701.14,adult,high,2,2
p1017,david,male,15,india,team c,defender,tennis,m57574,friendly,05-06-2023,team d,court 4,london,36,5,1,0,104,9.8,1217.74,1842.77,7760.26,6082.21,f38668,regular,online,2,patel,lose,p1017-f38668,10820.77,49,0,6082.21,junior,high,1,2
p3826,carlos,female,24,brazil,team a,goalkeeper,basketball,m18152,championship,05-06-2023,team a,arena 2,london,130,7,0,2,40,4.35,564.78,375.34,2544.67,5193.88,f85129,regular,credit card,2,lee,lose,p3826-f85129,3484.79,152,0,5193.88,adult,medium,2,2
p3832,maria,female,27,brazil,team a,defender,tennis,m22404,friendly,06-06-2023,team e,court 4,new york,27,0,1,1,85,7.97,2798.98,598,6242.05,2088.93,f56692,vip,online,1,brown,win,p3832-f56692,9639.03,34,0,2088.93,adult,high,2,1
p2539,david,male,16,zsa,team a,defender,football,m10481,world cup,06-06-2023,team e,stadium 1,new york,114,9,1,3,51,1.25,2156.41,1886.11,4062.95,3359.16,f42105,regular,cash,2,smith,win,p2539-f42105,8105.47,147,0,3359.16,junior,low,1,1
p2955,mike,female,30,australia,team e,forward,tennis,m10693,championship,06-06-2023,team c,ground 3,new york,138,1,0,1,108,6.62,1351.14,74.7,3722.71,1497.96,f79349,regular,credit card,1,smith,win,p2955-f79349,5148.55,144,0,1497.96,adult,medium,2,1
p4695,priya,male,19,germany,team d,forward,basketball,m72589,league,08-06-2023,team a,arena 2,new york,79,8,3,1,35,7.7,4994.85,1541.15,2177.38,8627.48,f75903,vip,cash,3,smith,win,p4695-f75903,8713.38,108,0,8627.48,junior,high,1,1
p7841,priya,male,40,uk,team c,batsman,tennis,m36662,world cup,09-06-2023,team e,court 4,delhi,138,8,1,3,49,8.36,2024.85,1398.42,3171.43,8487.95,f72220,regular,upi,5,smith,win,p7841-f72220,6594.7,169,0,8487.95,senior,high,1,1
p6161,maria,male,17,germany,team b,bowler,basketball,m88761,championship,09-06-2023,team c,stadium 1,london,133,5,1,0,110,5.29,1908.95,1702.51,9610.72,2107.68,f12537,regular,cash,1,patel,win,p6161-f12537,13222.18,146,0,2107.68,junior,medium,1,1
p7358,maria,male,33,india,team e,batsman,football,m48425,friendly,10-06-2023,team d,court 4,london,92,8,1,2,72,7.02,3755.51,575.82,5103.15,8521.16,f22983,regular,online,4,patel,draw,p7358-f22983,9434.48,119,0,8521.16,senior,high,1,3
p4150,mike,female,44,india,team b,forward,zasketball,m67763,world cup,10-06-2023,team b,arena 2,london,145,8,1,2,17,2.02,1060.85,579.95,9673.79,5754.31,f13461,vip,online,3,anderson,lose,p4150-f13461,11314.59,172,0,5754.31,senior,low,2,2
p8560,mike,male,42,south africa,team b,forward,tennis,m66212,world cup,11-06-2023,team b,ground 3,london,56,7,3,4,83,6.43,3462.02,1019.24,6083.58,1894.36,f40950,vvip,credit card,4,smith,lose,p8560-f40950,10564.84,95,0,1894.36,senior,medium,1,2
p3584,carlos,female,25,south africa,team b,forward,football,m84220,friendly,11-06-2023,team c,stadium 1,london,102,8,2,4,80,5.24,769.91,1569.7,8745.38,7481.13,f88533,vip,online,2,anderson,lose,p3584-f88533,11084.99,140,0,7481.13,adult,medium,2,2
p2232,sara,female,21,india,team c,forward,football,m21278,championship,01-07-2023,team b,court 4,london,89,6,4,1,0,3.31,2334.32,1561.43,3492.03,7360.01,f21347,vip,credit card,4,smith,lose,p2232-f21347,7387.78,117,0,7360.01,adult,low,2,2
p7098,carlos,female,39,usa,team c,goalkeeper,basketball,m74059,league,03-07-2023,team a,ground 3,london,113,8,1,4,114,3.37,4519.87,1241.25,9507.98,9191.34,f26294,vip,cash,4,smith,lose,p7098-f26294,15269.1,148,0,9191.34,senior,low,2,2
p9037,sara,male,37,uk,team e,defender,cricket,m35009,championship,04-07-2023,team c,arena 2,london,42,2,2,4,100,2.4,2857.76,1570.37,4773.5,3420.25,f54373,vip,cash,2,rahul,lose,p9037-f54373,9201.63,68,0,3420.25,senior,low,1,2
p6621,amit,male,19,brazil,team e,defender,football,m96603,friendly,04-07-2023,team b,ground 3,new york,2,0,1,3,73,7,635.64,1875.65,4357.42,7483.49,f79691,regular,cash,2,patel,lose,p6621-f79691,6868.71,17,0,7483.49,junior,medium,1,2
p1797,priya,male,29,south africa,team e,bowler,cricket,m55944,world cup,05-07-2023,team c,stadium 1,delhi,111,3,4,2,55,2.59,1132.97,1123.23,8762.36,2014.04,f30987,vip,online,3,anderson,win,p1797-f30987,11018.56,137,0,2014.04,adult,low,1,1
p3001,liu,female,27,zk,team c,goalkeeper,tennis,m90501,league,06-07-2023,team d,ground 3,new york,27,4,3,0,16,6.57,710.54,1369.7,5286.27,1910.63,f27102,vip,upi,2,patel,draw,p3001-f27102,7366.51,44,0,1910.63,adult,medium,2,3
p4721,carlos,female,17,usa,team e,goalkeeper,football,m62248,championship,08-07-2023,team c,stadium 1,delhi,68,1,3,2,27,3.58,4444.49,1100.89,6290.12,367.6,f13978,regular,online,1,anderson,lose,p4721-f13978,11835.5,87,0,367.6,junior,low,2,2
p8066,maria,male,34,india,team a,forward,football,m36366,friendly,08-07-2023,team d,court 4,sydney,116,7,0,1,116,8.54,2475.97,1925.7,4562.93,1874.66,f38015,vvip,credit card,4,smith,win,p8066-f38015,8964.6,134,0,1874.66,senior,high,1,1
p9060,carlos,female,18,australia,team a,goalkeeper,football,m71575,friendly,09-07-2023,team a,ground 3,delhi,69,0,2,2,57,9.63,4376.79,266.53,1022.75,3189.71,f83944,vvip,cash,2,anderson,lose,p9060-f83944,5666.07,83,0,3189.71,junior,high,2,2
p7633,mike,female,16,usa,team b,forward,football,m31242,league,10-07-2023,team d,stadium 1,berlin,74,1,4,2,103,9.7,1233.2,1269.57,9301.85,763.68,f21364,regular,online,1,lee,win,p7633-f21364,11804.62,96,0,763.68,junior,high,2,1
p5498,carlos,female,17,brazil,team d,goalkeeper,tennis,m90483,league,10-07-2023,team e,arena 2,delhi,83,2,2,1,11,4.02,4848.46,1935.31,5153.71,7326.58,f91305,vvip,upi,3,brown,lose,p5498-f91305,11937.48,97,0,7326.58,junior,medium,2,2
p7548,sara,female,22,usa,team d,defender,tennis,m20477,championship,11-07-2023,team c,stadium 1,berlin,24,1,3,2,107,2.04,4079.14,1494.6,2598.37,8971.86,f61868,vvip,online,1,brown,lose,p7548-f61868,8172.11,43,0,8971.86,adult,low,2,2
p4289,david,male,44,brazil,team c,forward,cricket,m14723,league,11-07-2023,team c,ground 3,london,101,5,4,3,90,8.54,2468.88,805.32,3393.68,500.9,f22698,vip,upi,1,smith,lose,p4289-f22698,6667.88,135,0,500.9,senior,high,1,2
p4803,sara,male,15,usa,team d,bowler,basketball,m42151,league,12-07-2023,team e,stadium 1,sydney,88,7,4,2,10,7.2,2495.5,865.41,9505.9,5791.26,f18941,regular,upi,2,patel,lose,p4803-f18941,12866.81,122,0,5791.26,junior,high,1,2
p1020,amit,female,21,uk,team c,forward,tennis,m81374,friendly,02-08-2023,team d,stadium 1,berlin,41,1,1,0,3,7.82,2346.79,425.25,3848.19,1140.26,f26440,vip,cash,1,anderson,lose,p1020-f26440,6620.23,46,0,1140.26,adult,high,2,2
p5797,mike,female,37,brazil,team a,batsman,tennis,m29114,world cup,02-08-2023,team a,stadium 1,new york,31,9,1,3,66,4.52,2056.35,1264.96,6508.92,8418.01,f90398,vip,upi,5,rahul,lose,p5797-f90398,9830.23,64,0,8418.01,senior,medium,2,2
p1662,liu,female,28,australia,team b,defender,basketball,m32125,league,04-08-2023,team a,unspecified,new york,78,3,1,2,29,9.67,4145.15,178.85,7309.54,9653.08,f28412,nan,online,1,lee,win,p1662-f28412,11633.54,95,0,9653.08,adult,high,2,1
p2695,john,male,40,brazil,team c,defender,basketball,m48613,league,05-08-2023,team b,ground 3,berlin,134,4,0,3,21,7.05,4610.76,1533.86,8746.2,3289.83,f22182,regular,upi,3,anderson,draw,p2695-f22182,14890.82,154,0,3289.83,senior,high,1,3
p9928,liu,male,38,usa,team e,goalkeeper,basketball,m13563,world cup,06-08-2023,team a,unspecified,berlin,80,9,3,0,108,7.41,3211.18,849.16,2546.57,5299.9,f73074,vip,upi,5,rahul,lose,p9928-f73074,6606.91,107,0,5299.9,senior,high,1,2
p1939,amit,male,24,uk,team b,batsman,tennis,m90002,championship,06-08-2023,team d,stadium 1,sydney,52,6,2,1,62,6.15,4067.21,745.72,7207.39,6334.07,f43621,vip,online,2,rahul,win,p1939-f43621,12020.32,74,0,6334.07,adult,medium,1,1
p5470,mike,female,44,uk,team e,defender,basketball,m40599,championship,08-08-2023,team e,ground 3,berlin,40,8,4,0,11,4.18,2627.84,494.45,5600.17,345.35,f74404,regular,online,5,rahul,win,p5470-f74404,8722.46,68,0,345.35,senior,medium,2,1
p3969,mike,female,30,brazil,team d,defender,tennis,m24305,friendly,09-08-2023,team a,ground 3,new york,98,1,2,1,94,8.07,4144.77,785.07,1652.92,8332.03,f73532,vvip,upi,5,lee,win,p3969-f73532,6582.76,110,0,8332.03,adult,high,2,1
p7487,david,female,38,usa,team b,goalkeeper,basketball,m69441,friendly,10-08-2023,team a,ground 3,sydney,10,6,0,4,76,3.05,548.09,810.48,3033.33,5185.96,f47054,vvip,upi,1,lee,draw,p7487-f47054,4391.9,38,0,5185.96,senior,low,2,3
p9589,sara,male,22,uk,team e,defender,football,m47450,championship,10-08-2023,team a,arena 2,london,67,1,1,2,85,7.94,1010.36,610.12,5550.59,2104.01,f88549,vip,upi,1,anderson,win,p9589-f88549,7171.07,80,0,2104.01,adult,high,1,1
p5533,john,female,18,india,team b,bowler,tennis,m54541,friendly,11-08-2023,team b,court 4,london,143,7,0,2,69,2.38,2219.74,1644.32,9076.2,7452.99,f81245,regular,credit card,2,smith,lose,p5533-f81245,12940.26,165,0,7452.99,junior,low,2,2
p7052,liu,female,35,south africa,team c,batsman,cricket,m80906,friendly,11-08-2023,team c,ground 3,sydney,112,9,0,4,17,6.17,2719.2,30.08,5471.26,3098.94,f15551,vip,credit card,5,patel,lose,p7052-f15551,8220.54,146,0,3098.94,senior,medium,2,2
p7232,priya,female,33,india,team a,batsman,football,m38739,friendly,12-08-2023,team e,court 4,london,99,2,1,4,19,7.59,3505.78,845.03,2529.94,6908.36,f98737,vvip,upi,4,brown,lose,p7232-f98737,6880.75,122,0,6908.36,senior,high,2,2
p9394,carlos,male,44,usa,team c,goalkeeper,basketball,m85484,league,01-09-2023,team d,unspecified,delhi,105,2,1,4,58,6.13,4473.29,989.28,7342.5,2042.77,f51466,regular,credit card,2,brown,win,p9394-f51466,12805.07,128,0,2042.77,senior,medium,1,1
p5668,john,male,34,usa,team b,bowler,basketball,m12769,world cup,02-09-2023,team b,arena 2,london,144,6,4,0,73,4.68,4967.85,1169.3,8483.03,2517.74,f90893,vvip,upi,1,patel,lose,p5668-f90893,14620.18,168,0,2517.74,senior,medium,1,2
p9751,maria,female,28,south africa,team e,defender,cricket,m89045,league,04-09-2023,team a,ground 3,london,128,9,1,4,12,1.63,3945.02,349.25,5806.77,3509.14,f38620,vip,credit card,2,patel,lose,p9751-f38620,10101.04,165,0,3509.14,adult,low,2,2
p8260,priya,male,42,usa,team c,defender,basketball,m14701,friendly,04-09-2023,team e,stadium 1,london,69,3,4,2,55,9.48,1693.65,827.97,6865.04,866.28,f96437,vvip,credit card,2,rahul,lose,p8260-f96437,9386.66,95,0,866.28,senior,high,1,2
p3607,carlos,female,36,india,team a,goalkeeper,tennis,m39919,league,05-09-2023,team c,ground 3,new york,28,1,4,4,91,9.75,4397.35,29.07,8192.16,804.39,f80133,vip,upi,5,smith,lose,p3607-f80133,12618.58,58,0,804.39,senior,high,2,2
p1212,priya,female,30,south africa,team e,forward,cricket,m97228,championship,05-09-2023,team a,stadium 1,new york,3,6,3,3,44,1.84,2090.51,1604.84,4809.75,1956.34,f25879,regular,online,3,smith,draw,p1212-f25879,8505.1,36,0,1956.34,adult,low,2,3
p9985,john,male,28,uk,team b,defender,cricket,m49967,world cup,07-09-2023,team d,court 4,sydney,9,5,0,1,93,7.49,1852.07,817.34,6702.37,6948.13,f34558,vvip,upi,2,smith,win,p9985-f34558,9371.78,23,0,6948.13,adult,high,1,1
p2195,priya,female,40,australia,team b,defender,basketball,m27607,league,10-09-2023,team e,arena 2,sydney,36,8,4,3,52,7.36,4541.21,1471.76,9252.22,3581.51,f31073,regular,credit card,2,lee,win,p2195-f31073,15265.19,76,0,3581.51,senior,high,2,1
p6096,amit,male,40,australia,team d,batsman,tennis,m28620,league,11-09-2023,team c,unspecified,london,68,6,1,0,95,1.72,1358.09,1037.12,6877.63,2807.84,f63536,vip,online,3,smith,win,p6096-f63536,9272.84,83,0,2807.84,senior,low,1,1
p9645,priya,male,22,uk,team d,goalkeeper,basketball,m57873,world cup,11-09-2023,team b,ground 3,delhi,55,5,2,2,119,8.72,4150.18,1637.01,7460.45,189.74,f45706,vip,credit card,2,anderson,win,p9645-f45706,13247.64,79,0,189.74,adult,high,1,1
p9907,david,female,35,usa,team c,defender,football,m81022,championship,12-09-2023,team d,ground 3,london,130,2,3,0,76,9.78,3870.15,1899.97,5834.63,3660.17,f56879,vvip,credit card,1,patel,lose,p9907-f56879,11604.75,143,0,3660.17,senior,high,2,2
p6139,priya,female,32,brazil,team b,bowler,football,m73703,world cup,02-10-2023,team b,ground 3,new york,52,4,1,4,69,6.46,3716.73,1110.81,4773.13,7576.82,f29030,vvip,online,5,lee,lose,p6139-f29030,9600.67,79,0,7576.82,senior,medium,2,2
p6428,priya,male,34,india,team c,batsman,basketball,m75709,championship,02-10-2023,team e,arena 2,berlin,102,4,4,2,46,9.94,4184.2,59.28,3043.97,5436.5,f11317,vvip,online,4,brown,draw,p6428-f11317,7287.45,130,0,5436.5,senior,high,1,3
p7102,john,female,18,south africa,team b,defender,tennis,m78547,championship,03-10-2023,team c,stadium 1,delhi,134,2,0,0,114,1.56,4146.5,1661.95,1280.64,3623.05,f85506,vip,upi,3,brown,draw,p7102-f85506,7089.09,138,0,3623.05,junior,low,2,3
p6615,sara,female,27,australia,team e,bowler,basketball,m25189,championship,03-10-2023,team e,court 4,sydney,118,0,2,3,62,8.76,794.56,751.31,6069.26,1024.85,f26951,vvip,credit card,5,rahul,win,p6615-f26951,7615.13,136,0,1024.85,adult,high,2,1
p3129,priya,male,38,south africa,team e,bowler,football,m32025,world cup,03-10-2023,team c,ground 3,new york,96,5,2,3,35,5.4,541.11,1655.4,7343.46,7316.32,f44593,vvip,cash,1,rahul,win,p3129-f44593,9539.97,124,0,7316.32,senior,medium,1,1
p1642,david,male,36,australia,team b,forward,tennis,m95180,league,04-10-2023,team b,court 4,delhi,49,9,2,4,69,3.33,1324.41,207.58,9773.31,1633.31,f60875,vip,cash,5,anderson,lose,p1642-f60875,11305.3,89,0,1633.31,senior,low,1,2
p7406,maria,male,39,south africa,team c,forward,cricket,m27569,league,06-10-2023,team d,unspecified,sydney,95,7,4,0,83,4.2,3927.13,104.74,9502.1,8808.07,f88626,vvip,credit card,2,anderson,win,p7406-f88626,13533.97,121,0,8808.07,senior,medium,1,1
p4080,amit,male,22,usa,team d,defender,football,m59228,friendly,07-10-2023,team b,unspecified,delhi,46,8,2,4,33,3.91,4555.93,815.6,9783.99,3429.33,f51130,vip,upi,3,patel,draw,p4080-f51130,15155.52,84,0,3429.33,adult,low,1,3
p5231,carlos,female,43,australia,team d,bowler,cricket,m30186,league,07-10-2023,team b,stadium 1,sydney,103,5,1,0,30,6.61,4134.93,905.85,8456.7,8680.71,f59683,regular,cash,3,lee,win,p5231-f59683,13497.48,116,0,8680.71,senior,medium,2,1
p5536,david,male,15,usa,team a,bowler,cricket,m77081,league,08-10-2023,team b,stadium 1,berlin,44,8,2,2,99,3.17,2111.34,41.94,7557.3,4592.34,f84343,regular,credit card,4,lee,win,p5536-f84343,9710.58,74,0,4592.34,junior,low,1,1
p9311,maria,male,31,usa,team b,forward,basketball,m61928,world cup,09-10-2023,team e,ground 3,sydney,85,8,1,2,93,2.59,3000.11,1201.42,3231.86,8771.3,f75002,vip,cash,3,rahul,win,p9311-f75002,7433.39,112,0,8771.3,senior,low,1,1
p4683,maria,female,42,india,team b,forward,football,m79412,league,09-10-2023,team c,stadium 1,berlin,130,2,2,2,82,7.42,4665.13,388.27,2303.75,2035.71,f19396,regular,online,1,patel,win,p4683-f19396,7357.15,148,0,2035.71,senior,high,2,1
p2099,mike,female,28,australia,team e,bowler,tennis,m31028,league,11-10-2023,team e,court 4,delhi,11,0,1,2,26,3.62,1672.75,1868.73,8225.38,7580.33,f81645,vip,upi,1,smith,draw,p2099-f81645,11766.86,22,0,7580.33,adult,low,2,3
p4638,carlos,male,31,germany,team d,forward,cricket,m11417,championship,11-10-2023,team a,ground 3,berlin,41,3,2,1,40,9.97,3097.94,1204.37,2422.72,6067.24,f81518,vvip,upi,2,anderson,draw,p4638-f81518,6725.03,57,0,6067.24,senior,high,1,3
p2302,mike,female,38,xermany,team d,goalkeeper,cricket,m73797,world cup,01-11-2023,team d,arena 2,delhi,130,6,2,4,50,5.96,2964.72,68.02,1530.21,4669.76,f38996,vip,upi,5,lee,win,p2302-f38996,4562.95,164,0,4669.76,senior,medium,2,1
p3234,liu,male,17,brazil,team b,defender,football,m80326,league,02-11-2023,team a,court 4,delhi,52,3,3,1,102,7.62,1874.79,649.08,6605.72,621.91,f42096,regular,credit card,5,smith,draw,p3234-f42096,9129.59,71,0,621.91,junior,high,1,3
p7178,amit,female,35,germany,team a,defender,tennis,m32989,league,03-11-2023,team b,unspecified,london,127,5,4,2,47,3.4,1703.02,632.69,8976.64,5720.6,f91515,vip,credit card,3,brown,draw,p7178-f91515,11312.35,157,0,5720.6,senior,low,2,3
p9026,liu,female,38,south africa,team c,defender,cricket,m76719,league,04-11-2023,team e,ground 3,delhi,64,8,2,0,119,5.38,4935.78,837.87,2366.71,5056.41,f54137,vip,online,1,rahul,lose,p9026-f54137,8140.36,86,0,5056.41,senior,medium,2,2
p6393,priya,female,34,brazil,team e,defender,tennis,m61618,league,05-11-2023,team b,arena 2,berlin,33,7,4,3,65,7.29,3533.25,1434.7,9009.59,8765.84,f21833,nan,upi,3,lee,lose,p6393-f21833,13977.54,71,0,8765.84,senior,high,2,2
p2871,mike,male,28,usa,team d,batsman,cricket,m19602,friendly,06-11-2023,team a,arena 2,new york,105,9,2,3,64,9,3909.6,1335.45,1647.86,3539.55,f76111,regular,upi,1,brown,draw,p2871-f76111,6892.91,141,0,3539.55,adult,high,1,3
p4266,sara,male,42,india,team a,goalkeeper,football,m71684,championship,10-11-2023,team e,court 4,sydney,24,8,2,1,10,6.66,2961.71,1648.69,7436.25,3408.69,f62369,regular,online,4,anderson,win,p4266-f62369,12046.65,50,0,3408.69,senior,medium,1,1
p7732,carlos,female,33,usa,team c,batsman,yootball,m13686,championship,10-11-2023,team b,ground 3,berlin,10,4,1,0,37,1.18,1901.27,854.33,1041.08,2024.21,f35666,regular,credit card,1,rahul,win,p7732-f35666,3796.68,21,0,2024.21,senior,low,2,1
p2731,carlos,female,20,south africa,team e,bowler,tennis,m67816,friendly,11-11-2023,team e,stadium 1,sydney,61,6,1,2,8,1.26,1278.74,414.31,2761.29,964.57,f19744,vvip,cash,4,rahul,draw,p2731-f19744,4454.34,84,0,964.57,adult,low,2,3
p5133,carlos,male,22,usa,team a,forward,xricket,m31168,championship,12-11-2023,team a,unspecified,delhi,125,2,4,0,90,7.01,1825.29,1360.23,2748.34,9139.02,f14827,vip,credit card,4,patel,lose,p5133-f14827,5933.86,141,0,9139.02,adult,high,1,2
p8471,amit,female,34,brazil,team b,bowler,cricket,m22820,championship,12-11-2023,team c,arena 2,london,49,9,4,3,55,1.2,1311.67,1032.31,1617.63,9857.42,f44488,regular,online,3,rahul,lose,p8471-f44488,3961.61,91,0,9857.42,senior,low,2,2
p3363,david,male,22,uk,team d,goalkeeper,tennis,m61652,championship,03-12-2023,team b,ground 3,delhi,125,4,4,1,54,3.88,3804.38,780.24,6730.62,8384.34,f29102,vvip,cash,4,lee,lose,p3363-f29102,11315.24,149,0,8384.34,adult,low,1,2
p3854,john,male,19,germany,team b,goalkeeper,football,m31663,league,03-12-2023,team b,stadium 1,new york,7,3,0,1,65,6.79,512.33,1996.93,3860.31,2633.18,f67627,regular,upi,4,rahul,win,p3854-f67627,6369.57,17,0,2633.18,junior,medium,1,1
p9507,amit,female,44,india,team e,batsman,tennis,m69335,league,04-12-2023,team b,stadium 1,delhi,130,6,4,0,118,4.29,4697.11,1550.14,9222.29,6967.86,f33545,nan,upi,4,smith,win,p9507-f33545,15469.54,154,0,6967.86,senior,medium,2,1
p2528,david,female,44,australia,team c,bowler,tennis,m16651,world cup,10-12-2023,team b,arena 2,london,112,0,3,2,103,1.46,3234.63,1530.62,9235.71,5087.66,f15435,vip,credit card,5,patel,lose,p2528-f15435,14000.96,129,0,5087.66,senior,low,2,2
p3480,john,female,43,germany,team a,bowler,cricket,m85149,friendly,02-01-2024,team a,court 4,new york,77,6,3,0,1,7.51,3914.84,941.09,4474.13,9888.83,f26253,vvip,credit card,1,anderson,draw,p3480-f26253,9330.06,98,0,9888.83,senior,high,2,3
p5377,mike,female,20,south africa,team b,goalkeeper,football,m75421,league,03-01-2024,team d,stadium 1,london,143,7,3,2,13,9.15,3654.53,1080.14,4127.37,5704.68,f55992,vvip,cash,1,lee,lose,p5377-f55992,8862.04,174,0,5704.68,adult,high,2,2
p2624,maria,male,38,brazil,team c,goalkeeper,tennis,m56264,league,03-01-2024,team c,arena 2,delhi,56,2,0,4,41,5.47,4896.98,1890.45,2526.17,4093.72,f24428,regular,upi,2,smith,lose,p2624-f24428,9313.6,76,0,4093.72,senior,medium,1,2
p1803,john,male,19,germany,team c,defender,tennis,m37109,championship,04-01-2024,team a,arena 2,sydney,94,8,4,3,68,3.64,3731.39,1026.28,9959.81,3220.34,f85079,vvip,online,5,anderson,lose,p1803-f85079,14717.48,134,0,3220.34,junior,low,1,2
p2639,priya,female,28,australia,team e,goalkeeper,cricket,m32503,championship,06-01-2024,team d,unspecified,sydney,79,1,2,0,39,1.86,1430.24,701.77,7653.25,335.99,f87064,vvip,credit card,4,lee,lose,p2639-f87064,9785.26,87,0,335.99,adult,low,2,2
p4765,john,male,31,india,team e,forward,tennis,m46771,world cup,08-01-2024,team c,court 4,new york,86,0,2,3,34,8.61,2553.41,1532.32,9805.94,995.09,f83424,regular,credit card,5,brown,win,p4765-f83424,13891.67,104,0,995.09,senior,high,1,1
p3223,john,female,35,germany,team b,defender,tennis,m61133,league,11-01-2024,team c,arena 2,delhi,96,6,0,3,38,2.07,4255.1,1536.19,4756.97,2730.2,f37405,nan,upi,4,patel,draw,p3223-f37405,10548.26,120,0,2730.2,senior,low,2,3
